course_id,Name,University,level,link,about,course_description
447,Modeling and simulation of multibody systems,Université catholique de Louvain,intermediate,https://www.edx.org/course/modeling-and-simulation-of-multibody-systems,"Vehicles, bicycles, cranes, human bodies and robots are multibody systems. Learn how to model them and to compute their kinematic and dynamic characteristics, such as velocities, accelerations and forces.","This course aims at acquainting you with the modeling and simulation of complex articulated mechanical systems, denoted as multibody systems, such as vehicles, merry-go-rounds, bicycles, cranes, human bodies, suspensions, robot manipulators, mechanical transmissions, etc.This course is based on (1) video clips focusing on the main theoretical background and concepts, (2) well-illustrated written sections giving more details about the mathematical formulation, and (3) questions, exercises and modeling projects.Despite the intrinsic complexity of such systems in terms of morphology and motions, basic skills in Newtonian mechanics, linear algebra and numerical methods are sufficient to model them, provided that the endless and tedious computation related to their internal kinematics and dynamics are at our disposal. This is the purpose of the symbolic program ROBOTRAN, which can be used with this course and can automatically generate the full set of equations of motion of MBS, in a symbolic manner, i.e. exactly as if you were writing them by hand, whatever the size and their morphological complexity of the application. Hence, this course will instead teach you how to intervene upstream and downstream of this generation step.Upstream the latter you will learn how to translate the real system, e.g. a car suspension, into a virtual multibody model comprising bodies, joints, springs, sensors, constraints, external forces and torques… with a level of refinement that will be dictated by the original issue: for example, what is the minimum tire ground force when the car suspension is excited by a shaker?Downstream the symbolic generation, your intervention will consist in:In sum, this course, based on the use of the ROBOTRAN* symbolic generator, will allow you to focus on the most interesting aspects of the multibody modeling process, by entirely mastering your computer model from the input data to the results, instead of using a black-box multibody program that clearly goes against the educational objective of such a course.Enjoy Multibody Dynamics!This course is provided in collaboration with Polytechnique Montréal.In this course devoted to multibody systems, you will learn how to: Engineering"
448,Analytics for Decision Making,Babson College,beginner,https://www.edx.org/course/analytics-for-decision-making,Discover the foundational concepts that support modern data science and learn to analyze various data types and quality to make smart business decisions.,"Want to know how to avoid bad decisions with data?Making good decisions with data can give you a distinct competitive advantage in business. This statistics and data analysis course will help you understand the fundamental concepts of sound statistical thinking that can be applied in surprisingly wide contexts, sometimes even before there is any data! Key concepts like understanding variation, perceiving relative risk of alternative decisions, and pinpointing sources of variation will be highlighted.These big picture ideas have motivated the development of quantitative models, but in most traditional statistics courses, these concepts get lost behind a wall of little techniques and computations. In this course we keep the focus on the ideas that really matter, and we illustrate them with lively, practical, accessible examples.We will explore questions like: How are traditional statistical methods still relevant in modern analytics applications? How can we avoid common fallacies and misconceptions when approaching quantitative problems? How do we apply statistical methods in predictive applications? How do we gain a better understanding of customer engagement through analytics?This course will be is relevant for anyone eager to have a framework for good decision-making. It will be good preparation for students with a bachelor's degree contemplating graduate study in a business field.Opportunities in analytics are abundant at the moment. Specific techniques or software packages may be helpful in landing first jobs, but those techniques and packages may soon be replaced by something newer and trendier. Understanding the ways in which quantitative models really work, however, is a management level skill that is unlikely to go out of style.This course is part of the Business Principles and Entrepreneurial Thought XSeries. Business & Management"
449,Energy Principles and Renewable Energy,The University of Queensland,beginner,https://www.edx.org/course/energy-principles-and-renewable-energy,"An introduction to the language of energy, key scientific principles that underpin energy systems, future energy challenges and available renewable energy options.","This course addresses the important global issue of transitioning to a sustainable energy future.The course covers: basic energy concepts and terms; energy systems; the challenge of fossil-fuel greenhouse gas emissions from power generation; and describes and evaluates a range of renewable energy technologies. Renewable energy technologies analysed include: bioenergy, geothermal, solar, wind power, hydropower and ocean power.This course is part of the Sustainable Energy MicroMasters series. You may take the course as a single course or complete all four courses in the series. There are two enrolment options: verified enrolment and audit enrolment.We recommend that you enrol in the Audit enrolment track first. If you wish to complete the assessment tasks with the aim to achieve at least 70% in the final grade and a course certificate, you must upgrade to the Verified enrolment track and pay the Verified enrolment fee within the first five weeks from when the course opened. If you miss the Verified enrolment upgraded deadline you can continue with the course as an Audit learner and enrol as a Verified learner in the next run of the course (and complete the assessment tasks then). you enrol as a verified learner and successfully complete all four courses you will qualify for the Sustainable Energy MicroMasters credential. A Sustainable Energy MicroMasters credential is worthwhile in itself, but, if you wish to continue your studies, the Sustainable Energy MicroMasters credential could be used towards studying the Master of Sustainable Energy at The University of Queensland in Brisbane, Australia. Learners who choose to enrol as verified and pay the enrolment fee, will be required to write an assignment, and achieve an overall passing grade of 70% or above in order to receive the downloadable verified certificate. The final examination is timed and has a weight of 30%. The written paper has a weight of 50%, is submitted to Turnitin, a text-matching software, and is instructor-marked. If you enrol in the audit track, you will have access to all the videos and other resources while the course is open, but you will not have access to the graded assessment tasks. In addition, audit participants will not be eligible to receive a course certificate upon completion of the course. Both enrolment tracks are valuable. However, if you decide to enrol in the Verified enrolment track, please ensure you will be able to write a Masters level paper. Plagiarism and cheating, including (i) copying and pasting text from other sources and (ii) using information from other sources without full and compliant referencing, will result in a grade of zero. This course runs multiple times throughout the year. Energy & Earth Sciences"
450,DNA: Biology’s Genetic Code,Rice University,beginner,https://www.edx.org/course/dna-biologys-genetic-code,DNA carries the defining data for life in a simple genetic code that comes with its own “back-up” system. Explore DNA structure with us!,"DNA encodes our genetic information and is passed on within cells to maintain living organisms and to produce the next generation. The recognition of DNA as the genetic material and the ensuing identification of its structure and coding mechanism were both revolutionary and foundational. These discoveries led to transformational integration across the biological sciences with a common understanding of this fundamental unit of life! Join this exploration of DNA structure, packaging, replication, and manipulation.The course utilizes video lectures, research articles, case studies, and molecular models to convey information. The course grade will be based on questions with each video lecture, quizzes, homework, and a final exam. Biology & Life Sciences"
451,Music For Wellness,Berklee College of Music,advanced,https://www.edx.org/course/music-for-wellness,"Learn how music can help reduce stress and improve your health, and well-being.","You love music. You listen to music all the time. Maybe you sing, play an instrument, or compose music. You don’t need to have musical talent to use music to enhance your well being, and even your health.Learn simple techniques to enrich your mind, body, and spirit through music. The methods can be applied in your daily life, particularly when you are feeling down or stressed out. Developed by a board-certified music therapist and a vocalist/pianist/composer/recording artist specializing in Indian music, these strategies combine science with the wisdom of Eastern philosophy.In the course, discover how to unlock your creativity. You will learn not only how to listen to music in a new way, but also how to listen to the impact that music has on you. You will find out how to care for yourself by practicing coping techniques that are supported by music that is special to you. Humanities"
452,Mining Massive Datasets,Stanford University,advanced,https://www.edx.org/course/mining-massive-datasets,"The course is based on the text Mining of Massive Datasets by Jure Leskovec, Anand Rajaraman, and Jeff Ullman, who by coincidence are also the instructors for the course.","The course is based on the text Mining of Massive Datasets by Jure Leskovec, Anand Rajaraman, and Jeff Ullman, who by coincidence are also the instructors for the course.The book is published by Cambridge Univ. Press, but by arrangement with the publisher, you can download a free copy Here. The material in this on-line course closely matches the content of the Stanford course CS246.The major topics covered include: MapReduce systems and algorithms, Locality-sensitive hashing, Algorithms for data streams, PageRank and Web-link analysis, Frequent itemset analysis, Clustering, Computational advertising, Recommendation systems, Social-network graphs, Dimensionality reduction, and Machine-learning algorithms. Computer Science"
453,Digital Security and Human Rights,Amnesty International,advanced,https://www.edx.org/course/digital-security-and-human-rights,Claim your rights and protect yourself online,"Malware. Phishing. Data retention. Mass surveillance. We know there are real risks in the digital world, but we don’t always know what to do about them. How do these threats work? How important is digital security? Where do we even start? This course is a starting place for learning more about digital threats and how to strengthen your security online. You don’t need to have any technical expertise—the course will guide you through some of the important terms and concepts you should know. You will learn about the key human rights implications of digital security, and you will explore in-depth the right to privacy and the right to freedom of expression. A human rights-based approach demonstrates how digital security affects and concerns us all. You will be challenged to assess and reflect on your own practices, take practical steps to improve your online security, and advocate for a rights-respecting digital world. Be prepared for active learning, connecting with course participants from around the world, and becoming part of a global community dedicated to defending human rights through digital security. Social Sciences"
454,Critical thinking: reasoned decision making,Tecnológico de Monterrey,intermediate,https://www.edx.org/course/critical-thinking-reasoned-decision-making,Learn to analyze events with intellectual rigor. Identify how reasoned decisions help cope with change.,"Making decisions in today's world, a world increasing in complexity, with broad changes and uncertainty, creates the need of approaches that allow us to discern the real problems and the causes that create them. Identifying these problems, in most cases, requires challenging the assumptions on which we base our judgments, regarding the world and its realities. Critical thinking could be defined, as ""that way of thinking - on any subject, content or problem - in which the thinker improves the quality of his thinking by seizing the inherent structures of the act of thinking and by subjecting them to intellectual standards"". Critical thinking helps making decisions within a company, selecting the best action for the organization. In this course of critical thinking the students will learn the tendencies, approximations and assumptions on which their reflections are based, and the conditions and the outcomes derived from their ways of thinking. This reflective thought is the active, careful and persistent examination of all beliefs in the light of the fundamentals that support them and their conclusions. The reasoned decisions that the world requires, occur in many different areas, especially in business decisions, related to strategies, in the solution of problems in organizations, in the solution of social problems and in corporations’ social and ethical responsibility. In this online course the approaches will be oriented to analyze the critical thinking required in these areas. Business & Management"
455,Introduction to the Internet of Things,Universitat Politècnica de Valencia,intermediate,https://www.edx.org/course/introduction-to-the-internet-of-things,This is a preliminary course in which we deal with the basics of electronics and programming using Arduino and ESP boards.,"Internet of Things (IoT) is the present and the future of technology. Either, if you have none, few or some experience with electronics and you want to develop it projects this course will give you the necessary kick start to start creating amazing devices capable of sensing, controlling physical signals. This course introduces it using Arduino and ESP boards. This is a preliminary course in which we deal, with the basics of electronics and programming. If you already know the basics, then the second part of this course will be of your interest, in which we start creating smart devices. Electronics"
456,Trading - Fundamentals of Technical Analysis,NYIF,beginner,https://www.edx.org/course/trading-fundamentals-of-technical-analysis,Learn how to apply technical analysis as a standalone trading methodology or as a supplement to fundamental analysis using tools that are based on price action and other technical principles.,"In order to apply technical analysis with confidence, it is important to understand the theory of technical analysis, why it’s a rational approach to market analysis and how this discipline relates to fundamental analysis and investor psychology. To build that confidence, we begin with an explanation of how technical analysts view the market in terms of supply and demand. We detail how the analyst develops information about the relative strength of the bulls and the bears through price charts and other tools.Price charts are one of the primary tools of technicians. Charts provide a history of market action and analysts can observe patterns in the chart. As early as the 1930s, analysts determined that certain patterns tended to precede certain price moves. This course reviews those patterns, discusses how to identify the patterns and supplements this with concepts form behavioral finance to explain why the patterns are predictive. Different chart types are presented and important charting concepts are explained from a practical perspective. In addition to charts, technical analysts also use indicators and various theories to forecast the direction of prices through the study of past market data.We focus on defining and applying momentum indicators to make buy and sell decisions. Instead of simply explaining and illustrating popular indicators like moving averages, RSI, MACD and stochastics, we review historical back tested results of each indicator so that you can objectively evaluate their performance.Indicators based on the sentiment of various groups are analyzed and breadth indicators are explained. In addition to indicators, theories applicable to trading are studied. Economics & Finance"
457,Design Thinking: Empathizing to Understand the Problem,Rochester Institute of Technology,advanced,https://www.edx.org/course/design-thinking-empathizing-to-understand-the-prob,"Learn how to identify and understand product or business problems through active listening, empathy and user-focused research.","When you immerse yourself in the context of the user, you can uncover pain points and find opportunities for improvement or innovation not always evident to your audience.In this course, part of the Design Thinking MicroMasters program, you will learn how to use simple research methodologies including active listening to understand your target audience and uncover their obvious or latent needs.Emphasis will be placed on observation and interviewing as key methods to gain empathy for the user's experience and viewpoint. Equipped with this understanding, you will be prepared to identify and define more accurately the business problem.You will also review case studies and discuss strategies to foster productive client-stakeholder relationships, including user personification, context understanding, and empathy idea mapping (ideas that resonate with your target audience). Business & Management"
458,Storytelling in the Workplace,Rochester Institute of Technology,intermediate,https://www.edx.org/course/storytelling-in-the-workplace-3,Learn how to craft messages and narratives that will resonate with your target audience to create your desired outcome.,"When you think about the most influential figures in your organization, in your country, and in the world, one of the qualities they all likely have in common is that they are exceptional storytellers. Everyone tells stories—that’s how we build community and share ideas. However, we don’t always tell our story as effectively as we intend to.Stories, or narratives, in the workplace may take the form of email communications, proposals, briefs, project or product kickoffs, and presentations.In this course, part of the Communication Skills Professional Certificate program, you’ll learn about the structure of a narrative and how it varies depending upon the situation, the medium used, and the audience. In today’s world of abbreviated messaging through a variety of devices, the importance of crafting a cohesive, professional, and understandable message to achieve a desired outcome is more important than ever.You will learn how to create written messaging tailored to a target audience and how to determine the specific medium through which it should be communicated.You will also study best practices for writing in all forms of media common to today’s workplace, focusing specifically on:You will also study and analyze a variety of messages which use different writing styles directed toward specific target audiences. Communication"
459,Marketing Analytics: Price and Promotion Analytics,"University of California, Berkeley",advanced,https://www.edx.org/course/marketing-analytics-price-and-promotion-analytics,This course is part of a MicroMasters® Program,"In this marketing course, you will learn how to price your offerings, as well as how to allocate your scarce marketing budget among different promotion vehicles to maximize their overall impact in the organization.You will also learn how to select prices to maximize profits or fulfill other specific company objectives.This course is taught by Stephan Sorger who has held leadership roles in marketing and product development at companies such as Oracle, 3Com and NASA. He has also taught for over a decade at UC Berkeley Extension and is the author of two widely adopted marketing textbooks.This course will equip you with the knowledge and skills necessary to immediately see practical benefits in the workplace. Analytics-based marketing is increasingly important in determining a company’s spending and ROI. Many entry-level positions in marketing now require some basic level of knowledge in this rapidly growing field. Computer Science"
460,Implementation of Data Structures,IITBombay,advanced,https://www.edx.org/course/implementation-of-data-structures,"Learn how to write correct and efficient data structures manipulation using existing standard template library (STL) of C++. Get introduced to the power of STL and make your code more solid, reusable, and robust.","In this Computer Science course, you will learn about implementation of all major abstract data structures using object-oriented programming paradigm of C++.This course builds on the basic concepts developed in ‘Foundations of Data Structures’ course.Topics covered:This course is part of the Fundamentals of Computer Science XSeries Program: Computer Science"
461,Activism and Citizen Journalism through Media,Wits University,intermediate,https://www.edx.org/course/activism-and-citizen-journalism-through-media,Learn how to use media to promote a social cause.,"Media is a powerful tool for promoting social justice. If you are an activist involved in promoting or advocating for a social cause, this course will provide you with valuable information and guidance.  The course will help you to identify and pitch a newsworthy story, select appropriate media for publicising your story; and assess the impact of your story. The course also addresses working in an ethical way as both an activist and citizen journalist. Communication"
462,Electric and Conventional Vehicles,Chalmers University of Technology,intermediate,https://www.edx.org/course/electric-and-conventional-vehicles,Learn how electric and conventionalpowertrains work and methods to analysetheir performance and energy consumption.,"Electric powertrains are estimated to propel a large part of road vehicles in the future, due to their high efficiency and zero tailpipe emissions. But, the cost and weight of batteries and the time to charge them are arguments for the conventional powertrain in many vehicles. This makes it important for engineers working with vehicles to understand how both these powertrains work, and how to determine their performance and energy consumption for different type of vehicles and different ways of driving vehicles. This course is aimed at learners with a bachelor's degree or engineers in the automotive industry who need to develop their knowledge about electric powertrains. In this course, you will learn how electric and conventional combustion engine powertrains are built and how they work. You will learn methods to calculate their performance and energy consumption and how to simulate them in different driving cycles. You will also learn about the basic function, the main limits and the losses of: This knowledge will also be a base for understanding and analysing different types of hybrid vehicles, discussed in the course, Hybrid Vehicles.
As a result of support from MathWorks, students will be granted access to MATLAB/Simulink for the duration of the course. Engineering"
463,Big Data Fundamentals,University of Adelaide,intermediate,https://www.edx.org/course/big-data-fundamentals,"Learn how big data is driving organisational change and essential analytical tools and techniques, including data mining and PageRank algorithms.","Organizations now have access to massive amounts of data and it’s influencing the way they operate. They are realizing in order to be successful they must leverage their data to make effective business decisions.In this course, part of the Big Data MicroMasters program, you will learn how big data is driving organisational change and the key challenges organizations face when trying to analyse massive data sets.You will learn fundamental techniques, such as data mining and stream processing. You will also learn how to design and implement PageRank algorithms using MapReduce, a programming paradigm that allows for massive scalability across hundreds or thousands of servers in a Hadoop cluster. You will learn how big data has improved web search and how online advertising systems work.By the end of this course, you will have a better understanding of the various applications of big data methods in industry and research. Computer Science"
464,Sustainable Food Security: The value of systems thinking,Wageningen University & Research,advanced,https://www.edx.org/course/sustainable-food-security-the-value-of-systems-thi,Learn how to solve the 'Rubik's cube' of systems thinking and how it's applied to improve the environmental sustainability of food production systems!,"Systems thinking and environmental sustainability: solve the Rubik 's cubeHave you ever considered how many aspects of food production affect the natural environment? Every aspect needs to be considered in attaining the future goal to produce enough food for the growing population while at the same time preserving our planet. It's as difficult as solving a Rubik's cube; changing one aspect may affect the environment in a major way.Systems theory, or systems thinking, is a way of understanding and working with the complexity of sustainable food production systems, which requires training in different disciplines and an approach that can address this complexity. This environmental studies course enables participants to apply the principles of a systems approach to food production with a focus on environmental sustainability.The professors at Wageningen UniversityThe University of Wageningen offers an excellent combination of conducting research worldwide and educating in the area of 'healthy food and living environment'. For each course, professors from specific fields of expertise are eager to teach and share the University's mission: ""Explore the potential of nature to improve the quality of life"".This is why you should sign upSign up as a student if you want to acquire knowledge about environmental sustainability and the way systems thinking helps in decision-making in the complexity of food production. After successful completion of both practice and graded assignments related to this course, you will:In this course you will learn about:We will analyze production systems at both ends of the spectrum: highly productive systems with relatively high inputs and emissions to the environment, and low productive systems with low input use and depletion of soil fertility. Crop-livestock interaction is a focal point. Biology & Life Sciences"
465,C Programming: Pointers and Memory Management,Dartmouth_IMTx-Dartmouth College-IMT,intermediate,https://www.edx.org/course/c-programming-pointers-and-memory-management,Continue building your coding skills along your path to becoming a proficient C programmer by mastering the concept of pointers and memory management. Receive instant feedback on your code right within your browser.,"In this course, we will examine a key concept, foundational to any programming language: the usage of memory. This course builds upon the basic concept of pointers, discussed in C Programming: Modular Programming and Memory Management, and introduces the more advanced usage of pointers and pointer arithmetic. Arrays of pointers and multidimensional arrays are addressed, and you will learn how to allocate memory for your own data during program execution. This is called dynamic memory allocation at runtime using pointers. Within moments you will be coding hands-on in a new browser tool developed for this course, receiving instant feedback on your code. No need to install anything! In this course, you will gain experience with programming concepts that are foundational to any programming language. At the end of this short course, you will reach the fourth milestonein the C Programming with Linux Professional Certificate program, unlocking the door to a career in computer engineering. This course has received financial support from the Patrick & Lina Drahi Foundation. Computer Science"
466,Astrophysics: The Violent Universe,Australian National University,intermediate,https://www.edx.org/course/astrophysics-the-violent-universe,"Explore the deadliest places in the universe, from black holes to supernovae.","Interested in exploring the deadliest and most mysterious parts of our universe? Or, investigating black holes, which warp the very fabric of space-time around them?We will look at what we know about these objects, and also at the many unsolved mysteries that surround them. We will also study white-dwarf stars and neutron stars, where the mind-bending laws of quantum mechanics collide with relativity. And, examine dwarf novae, classical novae, supernovae and even hypernovae: the most violent explosions in the cosmos.This course is designed for people who would like to get a deeper understanding of astronomy than that offered by popular science articles and television shows.You will need reasonable high-school level Maths and Physics to get the most out of this course.This is the third of four ANUx courses which together make up the Australian National University's first year astrophysics program. It follows on from a course on the Greatest Unsolved Mysteries of the Universe, and a course on exoplanets. It is not necessary to have done the previous courses first: all necessary background material is repeated here. It is followed by a course on cosmology. These courses compromise the Astrophysics XSeries. Learn more about the XSeries program and register for all the courses in the series today! Physics"
467,Landscape Ecology,ETH Zurich,advanced,https://www.edx.org/course/landscape-ecology,"This is the first MOOC to teach Landscape Ecology. Participants learn theory, methods and tools to understand the landscapes we live in and to solve landscape-related environmental problems.","What is a landscape? How has it evolved? How do we perceive landscapes? What properties are required to make us feel at home? Are you interested in these topics and want to understand how landscapes function? Then this is the course for you! We will present the discipline of Landscape Ecology, where natural and social sciences meet. You will realize how innovative and collaborative approaches used in Landscape Ecology allow land managers, planners and the public to shape landscapes for future societies. We will teach you the modern tools of Landscape Ecology enabling you to address fundamental research questions. You will also get valuable practical advice in solving existing real landscape issues. Leading Landscape Ecology professors will present case studies from around the world, highlighting tools and methods in Landscape Ecology and how they are used to solve environmental problems. Environmental Studies"
468,IoT Programming and Big Data,Curtin University,intermediate,https://www.edx.org/course/iot-programming-and-big-data,Learn how to apply software solutions for different systems and Big Data needs to your IoT designs.,"The Internet of Things is creating massive quantities of data, and managing and analysing it requires a unique approach to programming and statistics for distributed data sources.This course will teach Beginner programming concepts that allow connection to, and implementation of some functionality on, IoT devices, using the Python programming language. In addition, students will learn how to use Python to process text log files, such as those generated automatically by IoT sensors and other network-connected systems.Learners do not need prior programming experience to undertake this course, and will not learn a specific programming language - however Python will be used for demonstrations. This course will focus on learning by working through realistic examples. Computer Science"
469,AWS: Getting Started with Cloud Security,Amazon Web Services,beginner,https://www.edx.org/course/aws-getting-started-with-cloud-security,Let AWS Solutions Architects start you on your journey to secure your cloud resources.,"Data security is on the forefront of everyone’s mind these days, with data breaches, denial of service attacks, ransomware and malware being common news stories. In this course two of Amazon Web Services’ Solutions Architects will provide you with a foundational understanding of cloud security, compliance and the AWS shared responsibility model. They will then discuss more technical content by looking at various security controls such as identity and access management services, directory services, network isolation and connectivity options, auditing, monitoring, encryption and managing secrets.This course will cover a number of AWS services, such as Amazon VPC, Amazon CloudWatch, AWS CloudTrail, Amazon GuardDuty, AWS Security Hub, Amazon S3, Amazon EBS, Amazon EC2, and AWS Secrets Manager, among others.Several demonstrations are provided throughout the course to provide a practical example of the concepts that have been discussed. Class discussions will provide an opportunity for you to interact with fellow students as well as AWS training staff. Computer Science"
470,Introduction to the Music Business,Berklee College of Music,advanced,https://www.edx.org/course/berkleex-introduction-to-the-music-business,"Learn the latest about the rapidly changing music industry from recording, publishing, and distribution to legal issues confronting music commerce.","Three things are clear about today’s music industry: The consumption of music is expanding at the greatest rate in history and from the most portals ever imagined, the cost of producing music is decreasing, and the number of artists creating and seeking to expose their work and develop careers through the Internet has increased dramatically. As demand grows and Internet piracy wanes, ad-supported and subscription models will generate unprecedented revenues that will surpass even the best of past earnings. And, many astute “music industry-watchers” predict a steep rise in business activity and trade earnings by the end of the decade.Whether you’re a music creator, consumer, or facilitator of this process, you’ll want to understand the history, underpinnings, and basics of the music business. This course has been developed to provide students with the latest instruction on the best way for creators, consumers, and facilitators to navigate the resurgence of one of the world’s most exciting industries: the music business. Course author John Kellogg—administrator, educator, entertainment lawyer, performer, and radio and television personality—offers students the opportunity to learn the fundamental principles of the developing new music business, for now and into the future. Business & Management"
471,"Feeding a Hungry Planet: Agriculture, Nutrition and Sustainability",SDG Academy,intermediate,https://www.edx.org/course/feeding-a-hungry-planet-agriculture-nutrition-and,How do we create a healthy and sustainable diet for the growing world population?,"Agriculture is more than waving fields of wheat; our ability to grow food from existing natural resources –and without decimating those resources –is key to sustainably feeding the world. In this course, learn about food security worldwide, the effects of malnutrition, how we manage ecosystems that provide food resources and more. You’ll emerge from this course with a clear answer to the question: What can I do to make food consumption and production more sustainable? This course is for:Partners:This course is supported by faculty based at Cornell University, Johns Hopkins University, Rothamsted Research, Tufts University, and Wageningen University and Research. Environmental Studies"
472,Macroeconomics - The Basics,Doane University,advanced,https://www.edx.org/course/macroeconomics-literacy,Explore macroeconomics and its current and future trends.,"The successful operation of modern economics depends on the participation of economically literate citizens. An economically literate citizen should be able to identify problems, gather relevant information, weigh costs and benefits, analyze incentives, and make choices. Students successfully completing this course will be able to comprehend and use basic economic concepts, interpret major macroeconomic statistics, explain how both monetary and fiscal policy can be used to stabilize the economy, and discuss macroeconomic issues. Economics & Finance"
473,Fundamentals of Financial Mathematics and Capital Budgeting,NYIF,intermediate,https://www.edx.org/course/fundamental-of-financial-mathematics-and-capital-budgeting,"Get introduced to the determinants of value, foundations of financial markets, and capital budgeting.","This course begins with a look at the determinants of value. We will cover two main approaches to valuing businesses as going concerns, discounting cash flows and valuation ratios, including the inputs needed to perform the calculations and how each deal with risk.We then proceed to look at the time value of money concepts - present value and future value and the role interest rates plays in the calculation of each. This course also covers the impact of different compounding frequencies and explains the methodologies used to make comparisons between interest rates based on different compounding conventions.We’ll learn how to calculate the future value of lump sums and cash flow streams (including period certain annuities) as well as calculate the present value of lump sums, cash flow streams (including period certain annuities and perpetuities—both constant and growing).The course also covers in in detail the three main approaches to capital budgeting decisions (Payback, Internal Rate of Return and Net Present Value Analysis), including the conceptual framework, input values and decision rules for each. We’ll wrap up this course with a look at the strengths and weaknesses of each of three main approaches to capital budgeting decisions and modification to Payback and IRR that attempt to address the shortcomings of each.This course is part 1 of the New York Institute of Finance’s Corporate Finance & Valuation Methods Professional Certificate. Economics & Finance"
474,Market Segmentation Analysis,The University of Queensland,beginner,https://www.edx.org/course/market-segmentation-analysis,Learn the ten-step process to data-driven market segmentation analysis - developing skills that will enable you to meet customers' needs and gain competitive advantage.,"Conducting market segmentation analysis and committing to a long-term market segmentation strategy is a complex and challenging journey for any organisation. This course guides you through the entire process of market segmentation analysis and offers a ten-step process that makes customer segmentation efficient and organised. This course begins with the decision to conduct market segmentation analysis and continues through to the final stages of evaluating the success of the strategy and monitoring the market for possible changes. We also cover segmentation variables such as geographic segmentation, psychographic segmentation, behavioural segmentation, and demographic segmentation. In this course, we will explore how to leverage statistical concepts into the organisation's segmentation strategy, such as the hierarchical clustering and partitioning methods, exploratory data analysis, biclustering, mixture models, and regression models. The concepts and skills you will gain in this course are relevant in a wide range of contexts in both the for- and not-for-profit sectors. This course enables you to conduct customer segmentation analysis. You can replicate the calculations and visualisations demonstrated in the customer segmentation modelsby downloading the data and the R code. R is a free open-source statistical computing environment, and is widely acknowledged as the universal language of computational statistics. This course is based on and taught by the authors of the book Market Segmentation Analysis: Understanding It, Doing It, and Making It Useful. You will have full access to this valuable resource when you enrol in this course. Business & Management"
475,AP® English Literature & Composition – Part 2: Poems,"University of California, Berkeley",advanced,https://www.edx.org/course/ap-english-literature-composition-part-2-poems-2,Learn how to read and interpret poetry and enhance your reading and writing skills in preparation for the AP® English Literature & Composition exam.,"This course prepares you to read more deeply and write more clearly about works of literature. Through an engaging collection of videos, authentic readings, and support material from a variety of sources, you will learn to appreciate literature from different genres. You will learn about different genres of poetry and the history of some of our greatest poets.You will broaden your vocabulary while you sharpen your academic and creative writing skills. Interaction with other students will help you to refine your thinking about the reading and writing as well. You will learn to write under time pressure, and have the opportunity to complete practice assignments that are similar to those you will find on the AP examination.There are no prerequisites; you don’t have to take the AP exam to join the course. If you want to learn about poetry, literature and writing, this course is for you.In part two, you’ll learn:  Humanities"
476,"Electrical, Optical & Magnetic Materials and Devices",Massachusetts Institute of Technology,intermediate,https://www.edx.org/course/electrical-optical-magnetic-materials-and-devices,"In 3.15x we will explore the electrical, optical, and magnetic properties of materials and learn how electronic devices are designed to exploit these properties.","This course will explain the basis of the electrical, optical, and magnetic properties of materials including semiconductors, metals, organics and insulators, and will show how devices are built to take advantage of those properties. It is illustrated with a wide range of devices, placing a strong emphasis on new and emerging technologies. Applications presented include diodes, transistors, photodetectors, solar cells (photovoltaics), displays, light emitting diodes, lasers, optical fibers and optical communications, photonic devices, magnetic data storage, motors, transformers and spintronics.Image attribution: Disk drive: KEURT Datenrettung, Lasers: US Navy Surface Warfare Center, Computer Chip: Jon SullivanPart 1:  Part 2:  Part 3:   Engineering"
